0 1074 222880722
1 1296 223246872
2 1111 223474336
3 1112 223593115
4 1297 223783209
5 1315 224073581
6 1055 224192898
7 1277 224408566
8 1037 224530363
9 1092 224703143
10 1278 224876422
11 1222 225116331
12 1075 225299349
13 1056 225466217
14 1388 225584642
15 1111 225764550
16 981 225938089
17 1297 226158349
18 1408 226346850
19 1370 226567852
20 1371 226793186
21 1130 226965595
22 1111 227138578
23 1315 227316190
24 1093 227486895
25 1204 227668193
26 1296 227812325
27 1445 227990937
28 1111 228166088
29 1259 228340165
30 1129 228513242
31 1074 228684448
32 1315 228805821
33 1111 228986307
34 1112 229164051
35 1351 229334832
36 1111 229461518
37 1074 229631020
38 1574 229751262
39 1093 229920023
40 982 230044784
41 1259 230213341
42 1056 230328213
43 1074 230448011
44 1297 230633123
45 1074 230853736
46 1111 231017496
47 1389 231148127
48 1092 231323777
49 1093 231502815
50 1167 231721224
51 1129 231956856
52 1056 232131153
53 1259 232301246
54 1092 232526839
55 1092 232697580
56 1333 232865933
57 1111 233000193
58 1074 233263917
59 1278 233439159
60 1148 233609290
61 1111 233782347
62 1259 233956423
63 1111 234081739
64 1129 234259574
65 1259 234432946
66 1130 234605651
67 1111 234724838
68 1222 234852876
69 1296 235026600
70 1444 235149398
71 1277 235326270
72 1297 235446456
73 1092 235617514
74 1333 235737942
75 1092 235911092
76 1352 236040130
77 1260 236169280
78 1259 236343912
79 1055 236492544
80 1148 236665805
81 1056 236842158
82 1055 237015345
83 1352 237138754
84 1074 237308663
85 1130 237479405
86 1259 237668759
87 1167 237887038
88 1074 238109522
89 1704 238344598
90 1092 238516619
91 1093 238690380
92 1352 238862197
93 1092 238981199
94 1055 239155349
95 1352 239328036
96 1092 239503149
97 1093 239682798
98 1352 239888300
99 1074 239999098
100 1111 240222396
101 1260 240410508
102 1111 240581603
103 1129 240704401
104 1408 240875624
105 1074 240997848
106 963 241171887
107 1167 241395481
108 1093 241620242
109 1149 241788058
110 1148 242020634
111 1074 242204895
112 1055 242435267
113 1278 242558157
114 1056 242729251
115 1093 242847863
116 1352 243097031
117 1037 243268255
118 1482 243448664
119 1259 243620851
120 1130 243788297
121 1129 243958262
122 1259 244127319
123 1444 244294950
124 1055 244462600
125 1352 244631842
126 1370 244801381
127 981 244974401
128 1277 245091903
129 1111 245265719
130 1315 245434221
131 1407 245616019
132 1093 245804817
133 1130 245986115
134 1278 246157691
135 1074 246342526
136 1093 246515324
137 1315 246682363
138 1092 246902846
139 1056 247078329
140 1352 247246979
141 1167 247365517
142 1055 247539871
143 1204 247712187
144 1074 247940356
145 1111 248116283
146 1296 248360433
147 1259 248530601
148 1055 248733307
149 1259 248908864
150 1111 249091810
151 1111 249258756
152 1630 249378757
153 1111 249554518
154 1074 249740335
155 1519 249861651
156 1093 250035634
157 1092 250207099
158 1277 250378193
159 1111 250549157
160 1130 250719399
161 1389 250938956
162 1130 251164254
163 1074 251444718
164 1296 251665664
165 1075 251836017
166 1241 252011389
167 1314 252136854
168 1148 252332077
169 1111 252450986
170 1296 252622469
171 1074 252741063
172 1111 252912139
173 1297 253074529
174 1111 253202383
175 1093 253428810
176 1148 253549330
177 1111 253723536
178 1093 253849333
179 1185 254021576
180 1056 254149892
181 1203 254338246
182 1277 254448229
183 1055 254578175
184 1056 254757398
185 1352 255000159
186 1111 255173920
187 1111 255298588
188 1240 255515645
189 1093 255685072
190 1074 255908314
191 1445 256108871
192 1111 256291983
193 1111 256514594
194 1352 256708630
195 1093 256884964
196 1092 257111929
197 1130 257281041
198 1074 257457839
199 1092 257684174
200 1296 257857120
201 1074 258029046
202 1074 258203695
203 1444 258362678
204 1074 258541438
205 1056 258719495
206 1259 258958071
207 1074 259129257
208 1093 259254573
209 1259 259420019
210 1130 259590391
211 1351 259765078
212 1260 259988301
213 1074 260261340
214 1222 260479619
215 1352 260699602
216 1074 260833011
217 1055 261000383
218 1352 261125736
219 1112 261300663
220 1148 261425554
221 1334 261595092
222 1074 261799409
223 1074 261965984
224 1351 262137801
225 1074 262371729
226 1167 262503212
227 1519 262736881
228 1093 262959587
229 1019 263133903
230 1241 263306942
231 1204 263479240
232 1092 263652890
