0 1241 807204005
1 1093 807457877
2 1129 807624416
3 1426 807795528
4 1093 807962844
5 1148 808135198
6 1278 808347570
7 1093 808568738
8 1111 808747277
9 1277 808867668
10 1148 809051280
11 1093 809315337
12 1185 809480876
13 1426 809601747
14 1111 809766527
15 1296 809935547
16 1093 810101918
17 1111 810220698
18 1166 810419700
19 1093 810643664
20 1130 810813555
21 1371 810984816
22 1093 811150984
23 1074 811265134
24 1685 811432561
25 1074 811570174
26 1130 811735675
27 1370 811900733
28 1093 812069549
29 1111 812275051
30 1389 812454608
31 1111 812632294
32 1130 812818925
33 1389 812981556
34 1111 813097225
35 1112 813261763
36 1612 813370635
37 1129 813535619
38 1111 813648157
39 1667 813817973
40 1092 814037827
41 1185 814211291
42 1297 814380255
43 1093 814594979
44 1074 814763518
45 1537 814938426
46 1093 815062520
47 1129 815224485
48 1389 815390486
49 1093 815556210
50 1074 815682693
51 1426 815901158
52 1092 816083271
53 1074 816263810
54 1260 816426385
55 1092 816544665
56 1148 816758444
57 1222 816934539
58 1130 817102947
59 1092 817265375
60 1370 817445784
61 1130 817616285
62 1148 817792935
63 1389 817924251
64 1092 818162735
65 1093 818417810
66 1685 818589849
67 1130 818774072
68 1055 818938815
69 1314 819105335
70 1092 819265744
71 1130 819438671
72 1444 819646266
73 1130 819774342
74 1130 819943592
75 1352 820163225
76 1093 820331263
77 1093 820495413
78 1296 820703841
79 1111 820917583
80 1111 821131529
81 1389 821297105
82 1074 821434848
83 1389 821669497
84 1445 821797054
85 1093 821991945
86 1093 822154576
87 1278 822286985
88 1185 822455857
89 1111 822624248
90 1371 822787916
91 1092 823003659
92 1074 823226661
93 1278 823509477
94 1112 823636034
95 1130 823809536
96 1685 824021001
97 1111 824191928
98 1093 824375485
99 1352 824535950
100 1112 824699229
101 1130 824916231
102 1186 825079788
103 1074 825204346
104 1129 825423718
105 1630 825594571
106 1111 825767443
107 1093 825934019
108 1296 826052632
109 1092 826222671
110 1222 826385450
111 1259 826552470
112 1056 826664675
113 1314 826892733
114 1259 827064512
115 1148 827261736
116 1092 827439497
117 1259 827681628
118 1111 827796611
119 1111 827961613
120 1408 828074744
121 1092 828251320
122 1129 828367155
123 1370 828527694
124 1074 828747454
125 1112 828965363
126 1388 829134847
127 1130 829305552
128 1111 829469331
129 1463 829593185
130 1111 829753946
131 1111 829917225
132 1315 830077801
133 1093 830196617
134 1223 830365063
135 1686 830507009
136 4407 830716789
137 1130 830950216
138 1259 831188959
139 1148 831352868
140 1130 831465610
141 1185 831629908
142 1093 831742891
143 1093 831906337
144 1352 832016746
145 1111 832210266
146 1092 832430064
147 1222 832659473
148 1352 832831919
149 1315 832998124
150 1278 833117052
151 1130 833284220
152 1111 833497018
153 1278 833661093
154 1240 833824836
155 1277 833986930
156 1666 834105413
157 1129 834279433
158 1222 834400638
159 1296 834590492
160 1074 834756141
161 1129 834926495
162 1407 835087052
163 1111 835247517
164 1111 835410444
165 1334 835544538
166 1148 835695540
167 1111 835916708
168 1389 836043376
169 1129 836239397
170 1315 836447065
171 1222 836606548
172 1111 836719920
173 1111 836885885
174 1148 837097294
175 1111 837263851
176 1130 837427019
177 1371 837610039
178 1278 837788022
179 1130 837963561
180 1296 838083359
181 1111 838248249
182 1130 838414788
183 1371 838576604
184 1352 838784273
185 1112 838949422
186 1278 839163887
187 1129 839329463
188 1148 839452520
189 1408 839742799
190 1111 839867190
191 1074 840054691
192 1314 840223600
193 1093 840399971
194 1075 840562880
195 1407 840725401
196 1148 840888884
197 1075 841053570
198 1352 841237720
199 1074 841458777
200 1148 841579464
201 1260 841754132
202 1148 841914727
203 1148 842080765
204 1278 842244119
205 1130 842411676
206 1056 842624733
207 1278 842843512
208 1093 843005828
209 1093 843148126
210 1407 843321517
211 1130 843444944
212 1092 843566835
213 1352 843737873
214 1314 843858227
215 1092 844029247
216 1315 844232470
217 1111 844398583
218 1130 844508399
219 1482 844682752
220 1111 844969180
221 1092 845141089
222 1482 845300497
223 1074 845534276
224 1093 845698685
225 1334 845837649
226 1111 846029132
227 1111 846192208
228 1463 846360154
229 1092 846473915
230 1111 846647786
231 1296 846865602
232 1222 847033344
233 1074 847176975
234 1259 847347847
235 1111 847520441
236 1093 847680609
237 1371 847794203
238 1260 847954834
239 1093 848115132
240 1278 848276689
241 1111 848395339
242 1130 848620655
243 1389 848745064
244 1130 848879214
245 1074 849048308
246 1148 849168662
247 1204 849378996
248 1111 849538664
249 1351 849700666
250 1111 849866760
251 1278 850082798
252 1259 850302300
253 1445 850473949
254 1333 850714427
255 1296 850875092
256 1092 851002742
257 1093 851167206
258 1408 851279133
259 1111 851438394
260 1111 851551488
261 1037 851769656
262 1093 851893065
263 1074 852114289
264 1371 852287179
265 1185 852459551
266 1093 852621756
267 1334 852785961
268 1111 852951463
269 1130 853117094
270 1796 853281411
271 1130 853444542
272 1074 853672025
273 1370 853883953
274 1407 854115140
275 1093 854293530
276 1167 854534365
277 1111 854703608
278 1185 854819609
279 1500 854984926
280 1055 855102483
281 1111 855269466
282 1351 855381412
283 1111 855555006
284 1093 855727322
285 1370 855844639
286 1111 856615048
287 1259 856785475
288 1297 856954032
289 1130 857167608
290 1370 857350406
291 1315 857560148
292 1111 857671464
293 1111 857838040
294 1389 857955523
295 1130 858174524
296 1259 858374822
297 1463 858501138
298 1111 858669788
299 1129 858836586
