trying PPS source "/dev/pps0"
found PPS source "/dev/pps0"
ok, found 1 source(s), now start fetching data...
source 0 - assert 1788043002.999999811, sequence: 10270 - clear  0.000000000, sequence: 0
source 0 - assert 1788043003.999999848, sequence: 10271 - clear  0.000000000, sequence: 0
source 0 - assert 1788043004.999999793, sequence: 10272 - clear  0.000000000, sequence: 0
source 0 - assert 1788043005.999999608, sequence: 10273 - clear  0.000000000, sequence: 0
source 0 - assert 1788043007.000000073, sequence: 10274 - clear  0.000000000, sequence: 0
source 0 - assert 1788043008.000000001, sequence: 10275 - clear  0.000000000, sequence: 0
source 0 - assert 1788043008.999999504, sequence: 10276 - clear  0.000000000, sequence: 0
source 0 - assert 1788043010.000000211, sequence: 10277 - clear  0.000000000, sequence: 0
source 0 - assert 1788043011.000000054, sequence: 10278 - clear  0.000000000, sequence: 0
source 0 - assert 1788043012.000000989, sequence: 10279 - clear  0.000000000, sequence: 0
source 0 - assert 1788043012.999999942, sequence: 10280 - clear  0.000000000, sequence: 0
source 0 - assert 1788043014.000000098, sequence: 10281 - clear  0.000000000, sequence: 0
source 0 - assert 1788043015.000000246, sequence: 10282 - clear  0.000000000, sequence: 0
source 0 - assert 1788043015.999999895, sequence: 10283 - clear  0.000000000, sequence: 0
source 0 - assert 1788043017.000000155, sequence: 10284 - clear  0.000000000, sequence: 0
source 0 - assert 1788043018.000000080, sequence: 10285 - clear  0.000000000, sequence: 0
source 0 - assert 1788043019.000000264, sequence: 10286 - clear  0.000000000, sequence: 0
source 0 - assert 1788043019.999999948, sequence: 10287 - clear  0.000000000, sequence: 0
source 0 - assert 1788043020.999999966, sequence: 10288 - clear  0.000000000, sequence: 0
source 0 - assert 1788043022.000000537, sequence: 10289 - clear  0.000000000, sequence: 0
source 0 - assert 1788043023.000000124, sequence: 10290 - clear  0.000000000, sequence: 0
source 0 - assert 1788043023.999999933, sequence: 10291 - clear  0.000000000, sequence: 0
source 0 - assert 1788043024.999999983, sequence: 10292 - clear  0.000000000, sequence: 0
source 0 - assert 1788043026.000000256, sequence: 10293 - clear  0.000000000, sequence: 0
source 0 - assert 1788043026.999999976, sequence: 10294 - clear  0.000000000, sequence: 0
source 0 - assert 1788043027.999999862, sequence: 10295 - clear  0.000000000, sequence: 0
source 0 - assert 1788043029.000000248, sequence: 10296 - clear  0.000000000, sequence: 0
source 0 - assert 1788043030.000000042, sequence: 10297 - clear  0.000000000, sequence: 0
