trying PPS source "/dev/pps0"
found PPS source "/dev/pps0"
ok, found 1 source(s), now start fetching data...
source 0 - assert 1788042144.000000001, sequence: 9411 - clear  0.000000000, sequence: 0
source 0 - assert 1788042144.999999647, sequence: 9412 - clear  0.000000000, sequence: 0
source 0 - assert 1788042145.999999850, sequence: 9413 - clear  0.000000000, sequence: 0
source 0 - assert 1788042146.999999961, sequence: 9414 - clear  0.000000000, sequence: 0
source 0 - assert 1788042148.000000349, sequence: 9415 - clear  0.000000000, sequence: 0
source 0 - assert 1788042148.999999886, sequence: 9416 - clear  0.000000000, sequence: 0
source 0 - assert 1788042150.000000394, sequence: 9417 - clear  0.000000000, sequence: 0
source 0 - assert 1788042151.000000282, sequence: 9418 - clear  0.000000000, sequence: 0
source 0 - assert 1788042151.999999947, sequence: 9419 - clear  0.000000000, sequence: 0
source 0 - assert 1788042152.999999946, sequence: 9420 - clear  0.000000000, sequence: 0
source 0 - assert 1788042153.999999999, sequence: 9421 - clear  0.000000000, sequence: 0
source 0 - assert 1788042155.000000143, sequence: 9422 - clear  0.000000000, sequence: 0
source 0 - assert 1788042155.999999953, sequence: 9423 - clear  0.000000000, sequence: 0
source 0 - assert 1788042157.000000337, sequence: 9424 - clear  0.000000000, sequence: 0
source 0 - assert 1788042158.000000589, sequence: 9425 - clear  0.000000000, sequence: 0
source 0 - assert 1788042159.000000136, sequence: 9426 - clear  0.000000000, sequence: 0
source 0 - assert 1788042160.000000293, sequence: 9427 - clear  0.000000000, sequence: 0
source 0 - assert 1788042161.000000173, sequence: 9428 - clear  0.000000000, sequence: 0
source 0 - assert 1788042162.000000537, sequence: 9429 - clear  0.000000000, sequence: 0
source 0 - assert 1788042163.000000196, sequence: 9430 - clear  0.000000000, sequence: 0
source 0 - assert 1788042164.000000484, sequence: 9431 - clear  0.000000000, sequence: 0
source 0 - assert 1788042165.000000317, sequence: 9432 - clear  0.000000000, sequence: 0
source 0 - assert 1788042166.000001393, sequence: 9433 - clear  0.000000000, sequence: 0
source 0 - assert 1788042166.999999923, sequence: 9434 - clear  0.000000000, sequence: 0
source 0 - assert 1788042167.999999981, sequence: 9435 - clear  0.000000000, sequence: 0
source 0 - assert 1788042169.000000298, sequence: 9436 - clear  0.000000000, sequence: 0
source 0 - assert 1788042169.999999981, sequence: 9437 - clear  0.000000000, sequence: 0
