trying PPS source "/dev/pps0"
found PPS source "/dev/pps0"
ok, found 1 source(s), now start fetching data...
source 0 - assert 1788047040.999999990, sequence: 3556 - clear  0.000000000, sequence: 0
source 0 - assert 1788047041.999999991, sequence: 3557 - clear  0.000000000, sequence: 0
source 0 - assert 1788047043.000000011, sequence: 3558 - clear  0.000000000, sequence: 0
source 0 - assert 1788047044.000000012, sequence: 3559 - clear  0.000000000, sequence: 0
source 0 - assert 1788047044.999999995, sequence: 3560 - clear  0.000000000, sequence: 0
source 0 - assert 1788047046.000000015, sequence: 3561 - clear  0.000000000, sequence: 0
source 0 - assert 1788047046.999999998, sequence: 3562 - clear  0.000000000, sequence: 0
source 0 - assert 1788047047.999999980, sequence: 3563 - clear  0.000000000, sequence: 0
source 0 - assert 1788047048.999999982, sequence: 3564 - clear  0.000000000, sequence: 0
source 0 - assert 1788047050.000000001, sequence: 3565 - clear  0.000000000, sequence: 0
source 0 - assert 1788047051.000000021, sequence: 3566 - clear  0.000000000, sequence: 0
source 0 - assert 1788047051.999999986, sequence: 3567 - clear  0.000000000, sequence: 0
source 0 - assert 1788047052.999999987, sequence: 3568 - clear  0.000000000, sequence: 0
source 0 - assert 1788047054.000000007, sequence: 3569 - clear  0.000000000, sequence: 0
source 0 - assert 1788047054.999999990, sequence: 3570 - clear  0.000000000, sequence: 0
source 0 - assert 1788047055.999999991, sequence: 3571 - clear  0.000000000, sequence: 0
source 0 - assert 1788047056.999999993, sequence: 3572 - clear  0.000000000, sequence: 0
source 0 - assert 1788047058.000000013, sequence: 3573 - clear  0.000000000, sequence: 0
source 0 - assert 1788047058.999999996, sequence: 3574 - clear  0.000000000, sequence: 0
source 0 - assert 1788047059.999999979, sequence: 3575 - clear  0.000000000, sequence: 0
source 0 - assert 1788047060.999999980, sequence: 3576 - clear  0.000000000, sequence: 0
source 0 - assert 1788047062.000000000, sequence: 3577 - clear  0.000000000, sequence: 0
source 0 - assert 1788047062.999999983, sequence: 3578 - clear  0.000000000, sequence: 0
source 0 - assert 1788047064.000000022, sequence: 3579 - clear  0.000000000, sequence: 0
source 0 - assert 1788047064.999999986, sequence: 3580 - clear  0.000000000, sequence: 0
source 0 - assert 1788047066.000000006, sequence: 3581 - clear  0.000000000, sequence: 0
source 0 - assert 1788047067.000000008, sequence: 3582 - clear  0.000000000, sequence: 0
source 0 - assert 1788047068.000000009, sequence: 3583 - clear  0.000000000, sequence: 0
source 0 - assert 1788047068.999999992, sequence: 3584 - clear  0.000000000, sequence: 0
source 0 - assert 1788047069.999999993, sequence: 3585 - clear  0.000000000, sequence: 0
source 0 - assert 1788047070.999999995, sequence: 3586 - clear  0.000000000, sequence: 0
source 0 - assert 1788047072.000000015, sequence: 3587 - clear  0.000000000, sequence: 0
source 0 - assert 1788047072.999999997, sequence: 3588 - clear  0.000000000, sequence: 0
source 0 - assert 1788047073.999999999, sequence: 3589 - clear  0.000000000, sequence: 0
source 0 - assert 1788047075.000000000, sequence: 3590 - clear  0.000000000, sequence: 0
source 0 - assert 1788047076.000000001, sequence: 3591 - clear  0.000000000, sequence: 0
source 0 - assert 1788047077.000000003, sequence: 3592 - clear  0.000000000, sequence: 0
source 0 - assert 1788047078.000000023, sequence: 3593 - clear  0.000000000, sequence: 0
source 0 - assert 1788047078.999999987, sequence: 3594 - clear  0.000000000, sequence: 0
source 0 - assert 1788047080.000000007, sequence: 3595 - clear  0.000000000, sequence: 0
source 0 - assert 1788047081.000000008, sequence: 3596 - clear  0.000000000, sequence: 0
source 0 - assert 1788047082.000000009, sequence: 3597 - clear  0.000000000, sequence: 0
source 0 - assert 1788047083.000000011, sequence: 3598 - clear  0.000000000, sequence: 0
source 0 - assert 1788047083.999999993, sequence: 3599 - clear  0.000000000, sequence: 0
source 0 - assert 1788047084.999999995, sequence: 3600 - clear  0.000000000, sequence: 0
source 0 - assert 1788047085.999999996, sequence: 3601 - clear  0.000000000, sequence: 0
source 0 - assert 1788047086.999999997, sequence: 3602 - clear  0.000000000, sequence: 0
source 0 - assert 1788047087.999999999, sequence: 3603 - clear  0.000000000, sequence: 0
source 0 - assert 1788047089.000000000, sequence: 3604 - clear  0.000000000, sequence: 0
source 0 - assert 1788047090.000000001, sequence: 3605 - clear  0.000000000, sequence: 0
source 0 - assert 1788047091.000000003, sequence: 3606 - clear  0.000000000, sequence: 0
source 0 - assert 1788047092.000000004, sequence: 3607 - clear  0.000000000, sequence: 0
source 0 - assert 1788047093.000000005, sequence: 3608 - clear  0.000000000, sequence: 0
source 0 - assert 1788047093.999999988, sequence: 3609 - clear  0.000000000, sequence: 0
source 0 - assert 1788047095.000000008, sequence: 3610 - clear  0.000000000, sequence: 0
source 0 - assert 1788047096.000000009, sequence: 3611 - clear  0.000000000, sequence: 0
source 0 - assert 1788047096.999999992, sequence: 3612 - clear  0.000000000, sequence: 0
source 0 - assert 1788047097.999999993, sequence: 3613 - clear  0.000000000, sequence: 0
source 0 - assert 1788047099.000000013, sequence: 3614 - clear  0.000000000, sequence: 0
source 0 - assert 1788047099.999999978, sequence: 3615 - clear  0.000000000, sequence: 0
