trying PPS source "/dev/pps0"
found PPS source "/dev/pps0"
ok, found 1 source(s), now start fetching data...
source 0 - assert 1788049956.999999996, sequence: 673 - clear  0.000000000, sequence: 0
source 0 - assert 1788049957.999999997, sequence: 674 - clear  0.000000000, sequence: 0
source 0 - assert 1788049958.999999999, sequence: 675 - clear  0.000000000, sequence: 0
source 0 - assert 1788049960.000000037, sequence: 676 - clear  0.000000000, sequence: 0
source 0 - assert 1788049960.999999983, sequence: 677 - clear  0.000000000, sequence: 0
source 0 - assert 1788049962.000000003, sequence: 678 - clear  0.000000000, sequence: 0
source 0 - assert 1788049963.000000004, sequence: 679 - clear  0.000000000, sequence: 0
source 0 - assert 1788049964.000000005, sequence: 680 - clear  0.000000000, sequence: 0
source 0 - assert 1788049964.999999988, sequence: 681 - clear  0.000000000, sequence: 0
source 0 - assert 1788049966.000000008, sequence: 682 - clear  0.000000000, sequence: 0
source 0 - assert 1788049966.999999991, sequence: 683 - clear  0.000000000, sequence: 0
source 0 - assert 1788049967.999999992, sequence: 684 - clear  0.000000000, sequence: 0
source 0 - assert 1788049968.999999993, sequence: 685 - clear  0.000000000, sequence: 0
source 0 - assert 1788049969.999999995, sequence: 686 - clear  0.000000000, sequence: 0
source 0 - assert 1788049971.000000033, sequence: 687 - clear  0.000000000, sequence: 0
source 0 - assert 1788049972.000000016, sequence: 688 - clear  0.000000000, sequence: 0
source 0 - assert 1788049972.999999999, sequence: 689 - clear  0.000000000, sequence: 0
source 0 - assert 1788049974.000000000, sequence: 690 - clear  0.000000000, sequence: 0
source 0 - assert 1788049975.000000001, sequence: 691 - clear  0.000000000, sequence: 0
source 0 - assert 1788049976.000000003, sequence: 692 - clear  0.000000000, sequence: 0
source 0 - assert 1788049976.999999985, sequence: 693 - clear  0.000000000, sequence: 0
source 0 - assert 1788049977.999999987, sequence: 694 - clear  0.000000000, sequence: 0
source 0 - assert 1788049979.000000007, sequence: 695 - clear  0.000000000, sequence: 0
source 0 - assert 1788049979.999999989, sequence: 696 - clear  0.000000000, sequence: 0
source 0 - assert 1788049980.999999991, sequence: 697 - clear  0.000000000, sequence: 0
source 0 - assert 1788049982.000000011, sequence: 698 - clear  0.000000000, sequence: 0
source 0 - assert 1788049982.999999993, sequence: 699 - clear  0.000000000, sequence: 0
source 0 - assert 1788049984.000000013, sequence: 700 - clear  0.000000000, sequence: 0
source 0 - assert 1788049985.000000015, sequence: 701 - clear  0.000000000, sequence: 0
source 0 - assert 1788049985.999999997, sequence: 702 - clear  0.000000000, sequence: 0
source 0 - assert 1788049986.999999999, sequence: 703 - clear  0.000000000, sequence: 0
source 0 - assert 1788049987.999999982, sequence: 704 - clear  0.000000000, sequence: 0
source 0 - assert 1788049989.000000001, sequence: 705 - clear  0.000000000, sequence: 0
source 0 - assert 1788049990.000000003, sequence: 706 - clear  0.000000000, sequence: 0
source 0 - assert 1788049991.000000023, sequence: 707 - clear  0.000000000, sequence: 0
source 0 - assert 1788049992.000000005, sequence: 708 - clear  0.000000000, sequence: 0
source 0 - assert 1788049993.000000025, sequence: 709 - clear  0.000000000, sequence: 0
source 0 - assert 1788049993.999999990, sequence: 710 - clear  0.000000000, sequence: 0
source 0 - assert 1788049994.999999991, sequence: 711 - clear  0.000000000, sequence: 0
source 0 - assert 1788049995.999999992, sequence: 712 - clear  0.000000000, sequence: 0
source 0 - assert 1788049996.999999994, sequence: 713 - clear  0.000000000, sequence: 0
source 0 - assert 1788049997.999999995, sequence: 714 - clear  0.000000000, sequence: 0
source 0 - assert 1788049998.999999996, sequence: 715 - clear  0.000000000, sequence: 0
source 0 - assert 1788049999.999999998, sequence: 716 - clear  0.000000000, sequence: 0
source 0 - assert 1788050001.000000018, sequence: 717 - clear  0.000000000, sequence: 0
source 0 - assert 1788050002.000000000, sequence: 718 - clear  0.000000000, sequence: 0
source 0 - assert 1788050003.000000002, sequence: 719 - clear  0.000000000, sequence: 0
source 0 - assert 1788050003.999999985, sequence: 720 - clear  0.000000000, sequence: 0
source 0 - assert 1788050005.000000005, sequence: 721 - clear  0.000000000, sequence: 0
source 0 - assert 1788050005.999999988, sequence: 722 - clear  0.000000000, sequence: 0
source 0 - assert 1788050007.000000007, sequence: 723 - clear  0.000000000, sequence: 0
source 0 - assert 1788050008.000000009, sequence: 724 - clear  0.000000000, sequence: 0
source 0 - assert 1788050009.000000010, sequence: 725 - clear  0.000000000, sequence: 0
source 0 - assert 1788050009.999999993, sequence: 726 - clear  0.000000000, sequence: 0
source 0 - assert 1788050011.000000013, sequence: 727 - clear  0.000000000, sequence: 0
source 0 - assert 1788050012.000000033, sequence: 728 - clear  0.000000000, sequence: 0
source 0 - assert 1788050012.999999997, sequence: 729 - clear  0.000000000, sequence: 0
source 0 - assert 1788050013.999999998, sequence: 730 - clear  0.000000000, sequence: 0
source 0 - assert 1788050015.000000000, sequence: 731 - clear  0.000000000, sequence: 0
source 0 - assert 1788050016.000000001, sequence: 732 - clear  0.000000000, sequence: 0
source 0 - assert 1788050016.999999984, sequence: 733 - clear  0.000000000, sequence: 0
source 0 - assert 1788050018.000000004, sequence: 734 - clear  0.000000000, sequence: 0
source 0 - assert 1788050019.000000005, sequence: 735 - clear  0.000000000, sequence: 0
source 0 - assert 1788050020.000000006, sequence: 736 - clear  0.000000000, sequence: 0
source 0 - assert 1788050021.000000008, sequence: 737 - clear  0.000000000, sequence: 0
source 0 - assert 1788050021.999999990, sequence: 738 - clear  0.000000000, sequence: 0
source 0 - assert 1788050022.999999992, sequence: 739 - clear  0.000000000, sequence: 0
source 0 - assert 1788050023.999999993, sequence: 740 - clear  0.000000000, sequence: 0
source 0 - assert 1788050024.999999994, sequence: 741 - clear  0.000000000, sequence: 0
source 0 - assert 1788050025.999999996, sequence: 742 - clear  0.000000000, sequence: 0
source 0 - assert 1788050027.000000015, sequence: 743 - clear  0.000000000, sequence: 0
source 0 - assert 1788050027.999999998, sequence: 744 - clear  0.000000000, sequence: 0
source 0 - assert 1788050029.000000018, sequence: 745 - clear  0.000000000, sequence: 0
source 0 - assert 1788050030.000000001, sequence: 746 - clear  0.000000000, sequence: 0
source 0 - assert 1788050031.000000002, sequence: 747 - clear  0.000000000, sequence: 0
source 0 - assert 1788050032.000000004, sequence: 748 - clear  0.000000000, sequence: 0
source 0 - assert 1788050032.999999986, sequence: 749 - clear  0.000000000, sequence: 0
source 0 - assert 1788050034.000000006, sequence: 750 - clear  0.000000000, sequence: 0
source 0 - assert 1788050034.999999989, sequence: 751 - clear  0.000000000, sequence: 0
source 0 - assert 1788050035.999999990, sequence: 752 - clear  0.000000000, sequence: 0
source 0 - assert 1788050037.000000029, sequence: 753 - clear  0.000000000, sequence: 0
source 0 - assert 1788050037.999999993, sequence: 754 - clear  0.000000000, sequence: 0
source 0 - assert 1788050038.999999994, sequence: 755 - clear  0.000000000, sequence: 0
source 0 - assert 1788050039.999999996, sequence: 756 - clear  0.000000000, sequence: 0
source 0 - assert 1788050040.999999997, sequence: 757 - clear  0.000000000, sequence: 0
source 0 - assert 1788050041.999999999, sequence: 758 - clear  0.000000000, sequence: 0
source 0 - assert 1788050043.000000019, sequence: 759 - clear  0.000000000, sequence: 0
source 0 - assert 1788050044.000000002, sequence: 760 - clear  0.000000000, sequence: 0
source 0 - assert 1788050045.000000003, sequence: 761 - clear  0.000000000, sequence: 0
source 0 - assert 1788050046.000000004, sequence: 762 - clear  0.000000000, sequence: 0
source 0 - assert 1788050047.000000006, sequence: 763 - clear  0.000000000, sequence: 0
source 0 - assert 1788050048.000000007, sequence: 764 - clear  0.000000000, sequence: 0
source 0 - assert 1788050048.999999990, sequence: 765 - clear  0.000000000, sequence: 0
source 0 - assert 1788050049.999999991, sequence: 766 - clear  0.000000000, sequence: 0
source 0 - assert 1788050050.999999993, sequence: 767 - clear  0.000000000, sequence: 0
source 0 - assert 1788050051.999999994, sequence: 768 - clear  0.000000000, sequence: 0
source 0 - assert 1788050052.999999995, sequence: 769 - clear  0.000000000, sequence: 0
source 0 - assert 1788050053.999999997, sequence: 770 - clear  0.000000000, sequence: 0
source 0 - assert 1788050054.999999998, sequence: 771 - clear  0.000000000, sequence: 0
source 0 - assert 1788050055.999999999, sequence: 772 - clear  0.000000000, sequence: 0
source 0 - assert 1788050057.000000001, sequence: 773 - clear  0.000000000, sequence: 0
source 0 - assert 1788050057.999999983, sequence: 774 - clear  0.000000000, sequence: 0
source 0 - assert 1788050059.000000003, sequence: 775 - clear  0.000000000, sequence: 0
source 0 - assert 1788050059.999999986, sequence: 776 - clear  0.000000000, sequence: 0
source 0 - assert 1788050061.000000006, sequence: 777 - clear  0.000000000, sequence: 0
source 0 - assert 1788050061.999999989, sequence: 778 - clear  0.000000000, sequence: 0
source 0 - assert 1788050062.999999990, sequence: 779 - clear  0.000000000, sequence: 0
source 0 - assert 1788050063.999999991, sequence: 780 - clear  0.000000000, sequence: 0
source 0 - assert 1788050064.999999993, sequence: 781 - clear  0.000000000, sequence: 0
source 0 - assert 1788050065.999999994, sequence: 782 - clear  0.000000000, sequence: 0
source 0 - assert 1788050066.999999996, sequence: 783 - clear  0.000000000, sequence: 0
source 0 - assert 1788050067.999999997, sequence: 784 - clear  0.000000000, sequence: 0
source 0 - assert 1788050068.999999999, sequence: 785 - clear  0.000000000, sequence: 0
source 0 - assert 1788050070.000000000, sequence: 786 - clear  0.000000000, sequence: 0
source 0 - assert 1788050071.000000001, sequence: 787 - clear  0.000000000, sequence: 0
source 0 - assert 1788050071.999999984, sequence: 788 - clear  0.000000000, sequence: 0
source 0 - assert 1788050073.000000004, sequence: 789 - clear  0.000000000, sequence: 0
source 0 - assert 1788050073.999999987, sequence: 790 - clear  0.000000000, sequence: 0
source 0 - assert 1788050074.999999988, sequence: 791 - clear  0.000000000, sequence: 0
source 0 - assert 1788050075.999999990, sequence: 792 - clear  0.000000000, sequence: 0
source 0 - assert 1788050076.999999991, sequence: 793 - clear  0.000000000, sequence: 0
source 0 - assert 1788050077.999999993, sequence: 794 - clear  0.000000000, sequence: 0
source 0 - assert 1788050078.999999995, sequence: 795 - clear  0.000000000, sequence: 0
source 0 - assert 1788050079.999999996, sequence: 796 - clear  0.000000000, sequence: 0
source 0 - assert 1788050080.999999997, sequence: 797 - clear  0.000000000, sequence: 0
source 0 - assert 1788050081.999999999, sequence: 798 - clear  0.000000000, sequence: 0
source 0 - assert 1788050083.000000000, sequence: 799 - clear  0.000000000, sequence: 0
source 0 - assert 1788050084.000000002, sequence: 800 - clear  0.000000000, sequence: 0
source 0 - assert 1788050085.000000003, sequence: 801 - clear  0.000000000, sequence: 0
source 0 - assert 1788050086.000000004, sequence: 802 - clear  0.000000000, sequence: 0
source 0 - assert 1788050087.000000006, sequence: 803 - clear  0.000000000, sequence: 0
source 0 - assert 1788050087.999999989, sequence: 804 - clear  0.000000000, sequence: 0
source 0 - assert 1788050089.000000009, sequence: 805 - clear  0.000000000, sequence: 0
source 0 - assert 1788050090.000000010, sequence: 806 - clear  0.000000000, sequence: 0
source 0 - assert 1788050090.999999993, sequence: 807 - clear  0.000000000, sequence: 0
source 0 - assert 1788050092.000000013, sequence: 808 - clear  0.000000000, sequence: 0
source 0 - assert 1788050092.999999996, sequence: 809 - clear  0.000000000, sequence: 0
source 0 - assert 1788050093.999999997, sequence: 810 - clear  0.000000000, sequence: 0
source 0 - assert 1788050094.999999998, sequence: 811 - clear  0.000000000, sequence: 0
source 0 - assert 1788050096.000000000, sequence: 812 - clear  0.000000000, sequence: 0
source 0 - assert 1788050097.000000001, sequence: 813 - clear  0.000000000, sequence: 0
source 0 - assert 1788050098.000000002, sequence: 814 - clear  0.000000000, sequence: 0
source 0 - assert 1788050099.000000022, sequence: 815 - clear  0.000000000, sequence: 0
source 0 - assert 1788050100.000000005, sequence: 816 - clear  0.000000000, sequence: 0
source 0 - assert 1788050100.999999988, sequence: 817 - clear  0.000000000, sequence: 0
source 0 - assert 1788050101.999999989, sequence: 818 - clear  0.000000000, sequence: 0
source 0 - assert 1788050103.000000009, sequence: 819 - clear  0.000000000, sequence: 0
source 0 - assert 1788050103.999999992, sequence: 820 - clear  0.000000000, sequence: 0
source 0 - assert 1788050104.999999993, sequence: 821 - clear  0.000000000, sequence: 0
source 0 - assert 1788050105.999999995, sequence: 822 - clear  0.000000000, sequence: 0
source 0 - assert 1788050107.000000014, sequence: 823 - clear  0.000000000, sequence: 0
source 0 - assert 1788050107.999999997, sequence: 824 - clear  0.000000000, sequence: 0
source 0 - assert 1788050108.999999999, sequence: 825 - clear  0.000000000, sequence: 0
source 0 - assert 1788050110.000000000, sequence: 826 - clear  0.000000000, sequence: 0
source 0 - assert 1788050110.999999983, sequence: 827 - clear  0.000000000, sequence: 0
source 0 - assert 1788050112.000000003, sequence: 828 - clear  0.000000000, sequence: 0
source 0 - assert 1788050112.999999985, sequence: 829 - clear  0.000000000, sequence: 0
source 0 - assert 1788050114.000000005, sequence: 830 - clear  0.000000000, sequence: 0
source 0 - assert 1788050114.999999988, sequence: 831 - clear  0.000000000, sequence: 0
source 0 - assert 1788050116.000000027, sequence: 832 - clear  0.000000000, sequence: 0
source 0 - assert 1788050116.999999991, sequence: 833 - clear  0.000000000, sequence: 0
source 0 - assert 1788050117.999999993, sequence: 834 - clear  0.000000000, sequence: 0
source 0 - assert 1788050118.999999994, sequence: 835 - clear  0.000000000, sequence: 0
source 0 - assert 1788050119.999999996, sequence: 836 - clear  0.000000000, sequence: 0
source 0 - assert 1788050120.999999997, sequence: 837 - clear  0.000000000, sequence: 0
source 0 - assert 1788050121.999999998, sequence: 838 - clear  0.000000000, sequence: 0
source 0 - assert 1788050123.000000000, sequence: 839 - clear  0.000000000, sequence: 0
source 0 - assert 1788050124.000000001, sequence: 840 - clear  0.000000000, sequence: 0
source 0 - assert 1788050125.000000003, sequence: 841 - clear  0.000000000, sequence: 0
source 0 - assert 1788050125.999999986, sequence: 842 - clear  0.000000000, sequence: 0
source 0 - assert 1788050127.000000006, sequence: 843 - clear  0.000000000, sequence: 0
source 0 - assert 1788050127.999999989, sequence: 844 - clear  0.000000000, sequence: 0
source 0 - assert 1788050128.999999990, sequence: 845 - clear  0.000000000, sequence: 0
source 0 - assert 1788050129.999999992, sequence: 846 - clear  0.000000000, sequence: 0
source 0 - assert 1788050130.999999994, sequence: 847 - clear  0.000000000, sequence: 0
source 0 - assert 1788050132.000000032, sequence: 848 - clear  0.000000000, sequence: 0
source 0 - assert 1788050132.999999997, sequence: 849 - clear  0.000000000, sequence: 0
source 0 - assert 1788050134.000000017, sequence: 850 - clear  0.000000000, sequence: 0
source 0 - assert 1788050135.000000000, sequence: 851 - clear  0.000000000, sequence: 0
source 0 - assert 1788050136.000000002, sequence: 852 - clear  0.000000000, sequence: 0
source 0 - assert 1788050137.000000003, sequence: 853 - clear  0.000000000, sequence: 0
source 0 - assert 1788050138.000000004, sequence: 854 - clear  0.000000000, sequence: 0
source 0 - assert 1788050139.000000024, sequence: 855 - clear  0.000000000, sequence: 0
source 0 - assert 1788050139.999999989, sequence: 856 - clear  0.000000000, sequence: 0
source 0 - assert 1788050141.000000009, sequence: 857 - clear  0.000000000, sequence: 0
source 0 - assert 1788050141.999999991, sequence: 858 - clear  0.000000000, sequence: 0
source 0 - assert 1788050142.999999993, sequence: 859 - clear  0.000000000, sequence: 0
source 0 - assert 1788050143.999999994, sequence: 860 - clear  0.000000000, sequence: 0
source 0 - assert 1788050144.999999996, sequence: 861 - clear  0.000000000, sequence: 0
source 0 - assert 1788050145.999999997, sequence: 862 - clear  0.000000000, sequence: 0
source 0 - assert 1788050146.999999998, sequence: 863 - clear  0.000000000, sequence: 0
source 0 - assert 1788050148.000000000, sequence: 864 - clear  0.000000000, sequence: 0
source 0 - assert 1788050149.000000001, sequence: 865 - clear  0.000000000, sequence: 0
source 0 - assert 1788050150.000000002, sequence: 866 - clear  0.000000000, sequence: 0
source 0 - assert 1788050151.000000004, sequence: 867 - clear  0.000000000, sequence: 0
source 0 - assert 1788050152.000000024, sequence: 868 - clear  0.000000000, sequence: 0
source 0 - assert 1788050152.999999988, sequence: 869 - clear  0.000000000, sequence: 0
source 0 - assert 1788050154.000000027, sequence: 870 - clear  0.000000000, sequence: 0
source 0 - assert 1788050154.999999991, sequence: 871 - clear  0.000000000, sequence: 0
source 0 - assert 1788050155.999999992, sequence: 872 - clear  0.000000000, sequence: 0
source 0 - assert 1788050156.999999994, sequence: 873 - clear  0.000000000, sequence: 0
source 0 - assert 1788050157.999999995, sequence: 874 - clear  0.000000000, sequence: 0
source 0 - assert 1788050159.000000034, sequence: 875 - clear  0.000000000, sequence: 0
source 0 - assert 1788050159.999999999, sequence: 876 - clear  0.000000000, sequence: 0
source 0 - assert 1788050161.000000000, sequence: 877 - clear  0.000000000, sequence: 0
source 0 - assert 1788050162.000000001, sequence: 878 - clear  0.000000000, sequence: 0
source 0 - assert 1788050163.000000003, sequence: 879 - clear  0.000000000, sequence: 0
source 0 - assert 1788050164.000000041, sequence: 880 - clear  0.000000000, sequence: 0
source 0 - assert 1788050165.000000005, sequence: 881 - clear  0.000000000, sequence: 0
source 0 - assert 1788050166.000000007, sequence: 882 - clear  0.000000000, sequence: 0
source 0 - assert 1788050166.999999990, sequence: 883 - clear  0.000000000, sequence: 0
source 0 - assert 1788050167.999999991, sequence: 884 - clear  0.000000000, sequence: 0
source 0 - assert 1788050169.000000011, sequence: 885 - clear  0.000000000, sequence: 0
source 0 - assert 1788050169.999999994, sequence: 886 - clear  0.000000000, sequence: 0
source 0 - assert 1788050170.999999995, sequence: 887 - clear  0.000000000, sequence: 0
source 0 - assert 1788050171.999999997, sequence: 888 - clear  0.000000000, sequence: 0
source 0 - assert 1788050172.999999998, sequence: 889 - clear  0.000000000, sequence: 0
source 0 - assert 1788050173.999999999, sequence: 890 - clear  0.000000000, sequence: 0
source 0 - assert 1788050175.000000001, sequence: 891 - clear  0.000000000, sequence: 0
source 0 - assert 1788050176.000000002, sequence: 892 - clear  0.000000000, sequence: 0
source 0 - assert 1788050177.000000004, sequence: 893 - clear  0.000000000, sequence: 0
source 0 - assert 1788050178.000000005, sequence: 894 - clear  0.000000000, sequence: 0
source 0 - assert 1788050178.999999988, sequence: 895 - clear  0.000000000, sequence: 0
source 0 - assert 1788050179.999999989, sequence: 896 - clear  0.000000000, sequence: 0
source 0 - assert 1788050180.999999991, sequence: 897 - clear  0.000000000, sequence: 0
source 0 - assert 1788050181.999999992, sequence: 898 - clear  0.000000000, sequence: 0
source 0 - assert 1788050182.999999993, sequence: 899 - clear  0.000000000, sequence: 0
source 0 - assert 1788050183.999999995, sequence: 900 - clear  0.000000000, sequence: 0
source 0 - assert 1788050184.999999978, sequence: 901 - clear  0.000000000, sequence: 0
source 0 - assert 1788050185.999999998, sequence: 902 - clear  0.000000000, sequence: 0
source 0 - assert 1788050187.000000037, sequence: 903 - clear  0.000000000, sequence: 0
source 0 - assert 1788050188.000000002, sequence: 904 - clear  0.000000000, sequence: 0
source 0 - assert 1788050189.000000003, sequence: 905 - clear  0.000000000, sequence: 0
source 0 - assert 1788050190.000000005, sequence: 906 - clear  0.000000000, sequence: 0
source 0 - assert 1788050191.000000006, sequence: 907 - clear  0.000000000, sequence: 0
source 0 - assert 1788050191.999999989, sequence: 908 - clear  0.000000000, sequence: 0
source 0 - assert 1788050193.000000009, sequence: 909 - clear  0.000000000, sequence: 0
source 0 - assert 1788050193.999999992, sequence: 910 - clear  0.000000000, sequence: 0
source 0 - assert 1788050194.999999993, sequence: 911 - clear  0.000000000, sequence: 0
source 0 - assert 1788050196.000000013, sequence: 912 - clear  0.000000000, sequence: 0
source 0 - assert 1788050196.999999996, sequence: 913 - clear  0.000000000, sequence: 0
source 0 - assert 1788050197.999999997, sequence: 914 - clear  0.000000000, sequence: 0
source 0 - assert 1788050198.999999999, sequence: 915 - clear  0.000000000, sequence: 0
source 0 - assert 1788050200.000000000, sequence: 916 - clear  0.000000000, sequence: 0
source 0 - assert 1788050201.000000020, sequence: 917 - clear  0.000000000, sequence: 0
source 0 - assert 1788050202.000000003, sequence: 918 - clear  0.000000000, sequence: 0
source 0 - assert 1788050203.000000004, sequence: 919 - clear  0.000000000, sequence: 0
source 0 - assert 1788050204.000000006, sequence: 920 - clear  0.000000000, sequence: 0
source 0 - assert 1788050204.999999989, sequence: 921 - clear  0.000000000, sequence: 0
source 0 - assert 1788050206.000000008, sequence: 922 - clear  0.000000000, sequence: 0
source 0 - assert 1788050207.000000010, sequence: 923 - clear  0.000000000, sequence: 0
source 0 - assert 1788050207.999999993, sequence: 924 - clear  0.000000000, sequence: 0
source 0 - assert 1788050209.000000013, sequence: 925 - clear  0.000000000, sequence: 0
source 0 - assert 1788050209.999999995, sequence: 926 - clear  0.000000000, sequence: 0
source 0 - assert 1788050210.999999997, sequence: 927 - clear  0.000000000, sequence: 0
source 0 - assert 1788050211.999999998, sequence: 928 - clear  0.000000000, sequence: 0
source 0 - assert 1788050213.000000000, sequence: 929 - clear  0.000000000, sequence: 0
source 0 - assert 1788050214.000000001, sequence: 930 - clear  0.000000000, sequence: 0
source 0 - assert 1788050215.000000002, sequence: 931 - clear  0.000000000, sequence: 0
source 0 - assert 1788050216.000000004, sequence: 932 - clear  0.000000000, sequence: 0
source 0 - assert 1788050216.999999987, sequence: 933 - clear  0.000000000, sequence: 0
source 0 - assert 1788050218.000000007, sequence: 934 - clear  0.000000000, sequence: 0
source 0 - assert 1788050219.000000008, sequence: 935 - clear  0.000000000, sequence: 0
source 0 - assert 1788050219.999999991, sequence: 936 - clear  0.000000000, sequence: 0
source 0 - assert 1788050221.000000011, sequence: 937 - clear  0.000000000, sequence: 0
source 0 - assert 1788050222.000000012, sequence: 938 - clear  0.000000000, sequence: 0
source 0 - assert 1788050222.999999995, sequence: 939 - clear  0.000000000, sequence: 0
source 0 - assert 1788050223.999999996, sequence: 940 - clear  0.000000000, sequence: 0
source 0 - assert 1788050225.000000016, sequence: 941 - clear  0.000000000, sequence: 0
source 0 - assert 1788050225.999999999, sequence: 942 - clear  0.000000000, sequence: 0
source 0 - assert 1788050227.000000001, sequence: 943 - clear  0.000000000, sequence: 0
source 0 - assert 1788050228.000000002, sequence: 944 - clear  0.000000000, sequence: 0
source 0 - assert 1788050229.000000003, sequence: 945 - clear  0.000000000, sequence: 0
source 0 - assert 1788050230.000000005, sequence: 946 - clear  0.000000000, sequence: 0
source 0 - assert 1788050230.999999988, sequence: 947 - clear  0.000000000, sequence: 0
source 0 - assert 1788050232.000000008, sequence: 948 - clear  0.000000000, sequence: 0
source 0 - assert 1788050232.999999990, sequence: 949 - clear  0.000000000, sequence: 0
source 0 - assert 1788050233.999999992, sequence: 950 - clear  0.000000000, sequence: 0
source 0 - assert 1788050235.000000012, sequence: 951 - clear  0.000000000, sequence: 0
source 0 - assert 1788050235.999999995, sequence: 952 - clear  0.000000000, sequence: 0
source 0 - assert 1788050236.999999996, sequence: 953 - clear  0.000000000, sequence: 0
source 0 - assert 1788050237.999999997, sequence: 954 - clear  0.000000000, sequence: 0
source 0 - assert 1788050238.999999999, sequence: 955 - clear  0.000000000, sequence: 0
source 0 - assert 1788050240.000000000, sequence: 956 - clear  0.000000000, sequence: 0
source 0 - assert 1788050241.000000001, sequence: 957 - clear  0.000000000, sequence: 0
source 0 - assert 1788050242.000000003, sequence: 958 - clear  0.000000000, sequence: 0
source 0 - assert 1788050243.000000004, sequence: 959 - clear  0.000000000, sequence: 0
source 0 - assert 1788050243.999999987, sequence: 960 - clear  0.000000000, sequence: 0
source 0 - assert 1788050245.000000007, sequence: 961 - clear  0.000000000, sequence: 0
source 0 - assert 1788050246.000000008, sequence: 962 - clear  0.000000000, sequence: 0
source 0 - assert 1788050247.000000010, sequence: 963 - clear  0.000000000, sequence: 0
source 0 - assert 1788050248.000000011, sequence: 964 - clear  0.000000000, sequence: 0
source 0 - assert 1788050248.999999994, sequence: 965 - clear  0.000000000, sequence: 0
source 0 - assert 1788050249.999999995, sequence: 966 - clear  0.000000000, sequence: 0
source 0 - assert 1788050251.000000015, sequence: 967 - clear  0.000000000, sequence: 0
source 0 - assert 1788050252.000000017, sequence: 968 - clear  0.000000000, sequence: 0
source 0 - assert 1788050253.000000000, sequence: 969 - clear  0.000000000, sequence: 0
source 0 - assert 1788050254.000000001, sequence: 970 - clear  0.000000000, sequence: 0
source 0 - assert 1788050255.000000002, sequence: 971 - clear  0.000000000, sequence: 0
source 0 - assert 1788050256.000000004, sequence: 972 - clear  0.000000000, sequence: 0
source 0 - assert 1788050257.000000005, sequence: 973 - clear  0.000000000, sequence: 0
source 0 - assert 1788050257.999999988, sequence: 974 - clear  0.000000000, sequence: 0
source 0 - assert 1788050259.000000008, sequence: 975 - clear  0.000000000, sequence: 0
source 0 - assert 1788050260.000000009, sequence: 976 - clear  0.000000000, sequence: 0
source 0 - assert 1788050261.000000011, sequence: 977 - clear  0.000000000, sequence: 0
source 0 - assert 1788050261.999999994, sequence: 978 - clear  0.000000000, sequence: 0
source 0 - assert 1788050262.999999995, sequence: 979 - clear  0.000000000, sequence: 0
source 0 - assert 1788050263.999999996, sequence: 980 - clear  0.000000000, sequence: 0
source 0 - assert 1788050264.999999998, sequence: 981 - clear  0.000000000, sequence: 0
source 0 - assert 1788050266.000000036, sequence: 982 - clear  0.000000000, sequence: 0
source 0 - assert 1788050267.000000001, sequence: 983 - clear  0.000000000, sequence: 0
source 0 - assert 1788050268.000000002, sequence: 984 - clear  0.000000000, sequence: 0
source 0 - assert 1788050269.000000003, sequence: 985 - clear  0.000000000, sequence: 0
source 0 - assert 1788050270.000000005, sequence: 986 - clear  0.000000000, sequence: 0
source 0 - assert 1788050271.000000006, sequence: 987 - clear  0.000000000, sequence: 0
source 0 - assert 1788050272.000000008, sequence: 988 - clear  0.000000000, sequence: 0
source 0 - assert 1788050273.000000009, sequence: 989 - clear  0.000000000, sequence: 0
source 0 - assert 1788050273.999999991, sequence: 990 - clear  0.000000000, sequence: 0
source 0 - assert 1788050275.000000011, sequence: 991 - clear  0.000000000, sequence: 0
source 0 - assert 1788050275.999999994, sequence: 992 - clear  0.000000000, sequence: 0
source 0 - assert 1788050276.999999995, sequence: 993 - clear  0.000000000, sequence: 0
source 0 - assert 1788050277.999999997, sequence: 994 - clear  0.000000000, sequence: 0
source 0 - assert 1788050278.999999998, sequence: 995 - clear  0.000000000, sequence: 0
source 0 - assert 1788050279.999999999, sequence: 996 - clear  0.000000000, sequence: 0
source 0 - assert 1788050280.999999982, sequence: 997 - clear  0.000000000, sequence: 0
source 0 - assert 1788050282.000000002, sequence: 998 - clear  0.000000000, sequence: 0
source 0 - assert 1788050283.000000003, sequence: 999 - clear  0.000000000, sequence: 0
source 0 - assert 1788050284.000000005, sequence: 1000 - clear  0.000000000, sequence: 0
source 0 - assert 1788050285.000000006, sequence: 1001 - clear  0.000000000, sequence: 0
source 0 - assert 1788050285.999999989, sequence: 1002 - clear  0.000000000, sequence: 0
source 0 - assert 1788050287.000000009, sequence: 1003 - clear  0.000000000, sequence: 0
source 0 - assert 1788050287.999999992, sequence: 1004 - clear  0.000000000, sequence: 0
source 0 - assert 1788050288.999999993, sequence: 1005 - clear  0.000000000, sequence: 0
source 0 - assert 1788050289.999999995, sequence: 1006 - clear  0.000000000, sequence: 0
source 0 - assert 1788050290.999999996, sequence: 1007 - clear  0.000000000, sequence: 0
source 0 - assert 1788050291.999999997, sequence: 1008 - clear  0.000000000, sequence: 0
source 0 - assert 1788050292.999999999, sequence: 1009 - clear  0.000000000, sequence: 0
source 0 - assert 1788050294.000000000, sequence: 1010 - clear  0.000000000, sequence: 0
source 0 - assert 1788050295.000000001, sequence: 1011 - clear  0.000000000, sequence: 0
