trying PPS source "/dev/pps0"
found PPS source "/dev/pps0"
ok, found 1 source(s), now start fetching data...
source 0 - assert 1788045856.000000226, sequence: 2371 - clear  0.000000000, sequence: 0
source 0 - assert 1788045856.999999950, sequence: 2372 - clear  0.000000000, sequence: 0
source 0 - assert 1788045858.000000007, sequence: 2373 - clear  0.000000000, sequence: 0
source 0 - assert 1788045858.999999971, sequence: 2374 - clear  0.000000000, sequence: 0
source 0 - assert 1788045860.000000288, sequence: 2375 - clear  0.000000000, sequence: 0
source 0 - assert 1788045861.000000048, sequence: 2376 - clear  0.000000000, sequence: 0
source 0 - assert 1788045862.000000105, sequence: 2377 - clear  0.000000000, sequence: 0
source 0 - assert 1788045863.000000144, sequence: 2378 - clear  0.000000000, sequence: 0
source 0 - assert 1788045863.999999941, sequence: 2379 - clear  0.000000000, sequence: 0
source 0 - assert 1788045865.000000035, sequence: 2380 - clear  0.000000000, sequence: 0
source 0 - assert 1788045865.999999795, sequence: 2381 - clear  0.000000000, sequence: 0
source 0 - assert 1788045867.000000352, sequence: 2382 - clear  0.000000000, sequence: 0
source 0 - assert 1788045867.999999946, sequence: 2383 - clear  0.000000000, sequence: 0
source 0 - assert 1788045868.999999984, sequence: 2384 - clear  0.000000000, sequence: 0
source 0 - assert 1788045870.000000152, sequence: 2385 - clear  0.000000000, sequence: 0
source 0 - assert 1788045870.999999857, sequence: 2386 - clear  0.000000000, sequence: 0
source 0 - assert 1788045871.999999914, sequence: 2387 - clear  0.000000000, sequence: 0
source 0 - assert 1788045872.999999767, sequence: 2388 - clear  0.000000000, sequence: 0
source 0 - assert 1788045874.000000268, sequence: 2389 - clear  0.000000000, sequence: 0
source 0 - assert 1788045874.999999807, sequence: 2390 - clear  0.000000000, sequence: 0
source 0 - assert 1788045875.999999772, sequence: 2391 - clear  0.000000000, sequence: 0
source 0 - assert 1788045877.000000070, sequence: 2392 - clear  0.000000000, sequence: 0
source 0 - assert 1788045878.000000072, sequence: 2393 - clear  0.000000000, sequence: 0
source 0 - assert 1788045879.000000037, sequence: 2394 - clear  0.000000000, sequence: 0
source 0 - assert 1788045879.999999910, sequence: 2395 - clear  0.000000000, sequence: 0
source 0 - assert 1788045881.000000412, sequence: 2396 - clear  0.000000000, sequence: 0
source 0 - assert 1788045881.999999932, sequence: 2397 - clear  0.000000000, sequence: 0
source 0 - assert 1788045883.000000026, sequence: 2398 - clear  0.000000000, sequence: 0
source 0 - assert 1788045883.999999953, sequence: 2399 - clear  0.000000000, sequence: 0
source 0 - assert 1788045885.000000362, sequence: 2400 - clear  0.000000000, sequence: 0
source 0 - assert 1788045885.999999974, sequence: 2401 - clear  0.000000000, sequence: 0
source 0 - assert 1788045887.000000068, sequence: 2402 - clear  0.000000000, sequence: 0
source 0 - assert 1788045888.000000237, sequence: 2403 - clear  0.000000000, sequence: 0
source 0 - assert 1788045889.000000071, sequence: 2404 - clear  0.000000000, sequence: 0
source 0 - assert 1788045890.000000164, sequence: 2405 - clear  0.000000000, sequence: 0
source 0 - assert 1788045891.000000443, sequence: 2406 - clear  0.000000000, sequence: 0
source 0 - assert 1788045892.000000239, sequence: 2407 - clear  0.000000000, sequence: 0
source 0 - assert 1788045893.000000036, sequence: 2408 - clear  0.000000000, sequence: 0
source 0 - assert 1788045893.999999831, sequence: 2409 - clear  0.000000000, sequence: 0
source 0 - assert 1788045895.000000145, sequence: 2410 - clear  0.000000000, sequence: 0
source 0 - assert 1788045896.000000033, sequence: 2411 - clear  0.000000000, sequence: 0
source 0 - assert 1788045897.000000050, sequence: 2412 - clear  0.000000000, sequence: 0
source 0 - assert 1788045898.000000069, sequence: 2413 - clear  0.000000000, sequence: 0
source 0 - assert 1788045899.000000236, sequence: 2414 - clear  0.000000000, sequence: 0
source 0 - assert 1788045899.999999940, sequence: 2415 - clear  0.000000000, sequence: 0
source 0 - assert 1788045901.000000107, sequence: 2416 - clear  0.000000000, sequence: 0
source 0 - assert 1788045902.000000162, sequence: 2417 - clear  0.000000000, sequence: 0
source 0 - assert 1788045902.999999957, sequence: 2418 - clear  0.000000000, sequence: 0
source 0 - assert 1788045904.000000049, sequence: 2419 - clear  0.000000000, sequence: 0
source 0 - assert 1788045904.999999937, sequence: 2420 - clear  0.000000000, sequence: 0
source 0 - assert 1788045906.000000216, sequence: 2421 - clear  0.000000000, sequence: 0
source 0 - assert 1788045906.999999810, sequence: 2422 - clear  0.000000000, sequence: 0
source 0 - assert 1788045907.999999866, sequence: 2423 - clear  0.000000000, sequence: 0
source 0 - assert 1788045909.000000090, sequence: 2424 - clear  0.000000000, sequence: 0
source 0 - assert 1788045909.999999924, sequence: 2425 - clear  0.000000000, sequence: 0
source 0 - assert 1788045910.999999944, sequence: 2426 - clear  0.000000000, sequence: 0
source 0 - assert 1788045911.999999815, sequence: 2427 - clear  0.000000000, sequence: 0
source 0 - assert 1788045913.000000335, sequence: 2428 - clear  0.000000000, sequence: 0
source 0 - assert 1788045913.999999947, sequence: 2429 - clear  0.000000000, sequence: 0
source 0 - assert 1788045914.999999912, sequence: 2430 - clear  0.000000000, sequence: 0
source 0 - assert 1788045915.999999913, sequence: 2431 - clear  0.000000000, sequence: 0
source 0 - assert 1788045916.999999748, sequence: 2432 - clear  0.000000000, sequence: 0
source 0 - assert 1788045917.999999843, sequence: 2433 - clear  0.000000000, sequence: 0
source 0 - assert 1788045918.999999937, sequence: 2434 - clear  0.000000000, sequence: 0
source 0 - assert 1788045920.000000236, sequence: 2435 - clear  0.000000000, sequence: 0
source 0 - assert 1788045920.999999960, sequence: 2436 - clear  0.000000000, sequence: 0
source 0 - assert 1788045922.000000000, sequence: 2437 - clear  0.000000000, sequence: 0
source 0 - assert 1788045923.000000002, sequence: 2438 - clear  0.000000000, sequence: 0
source 0 - assert 1788045924.000000023, sequence: 2439 - clear  0.000000000, sequence: 0
source 0 - assert 1788045924.999999933, sequence: 2440 - clear  0.000000000, sequence: 0
source 0 - assert 1788045926.000000083, sequence: 2441 - clear  0.000000000, sequence: 0
source 0 - assert 1788045927.000000307, sequence: 2442 - clear  0.000000000, sequence: 0
source 0 - assert 1788045928.000000068, sequence: 2443 - clear  0.000000000, sequence: 0
source 0 - assert 1788045928.999999903, sequence: 2444 - clear  0.000000000, sequence: 0
source 0 - assert 1788045929.999999942, sequence: 2445 - clear  0.000000000, sequence: 0
source 0 - assert 1788045930.999999906, sequence: 2446 - clear  0.000000000, sequence: 0
source 0 - assert 1788045931.999999981, sequence: 2447 - clear  0.000000000, sequence: 0
source 0 - assert 1788045932.999999909, sequence: 2448 - clear  0.000000000, sequence: 0
source 0 - assert 1788045934.000000280, sequence: 2449 - clear  0.000000000, sequence: 0
source 0 - assert 1788045934.999999967, sequence: 2450 - clear  0.000000000, sequence: 0
source 0 - assert 1788045935.999999894, sequence: 2451 - clear  0.000000000, sequence: 0
source 0 - assert 1788045937.000000081, sequence: 2452 - clear  0.000000000, sequence: 0
source 0 - assert 1788045938.000000341, sequence: 2453 - clear  0.000000000, sequence: 0
source 0 - assert 1788045938.999999972, sequence: 2454 - clear  0.000000000, sequence: 0
source 0 - assert 1788045939.999999955, sequence: 2455 - clear  0.000000000, sequence: 0
source 0 - assert 1788045941.000000179, sequence: 2456 - clear  0.000000000, sequence: 0
source 0 - assert 1788045941.999999939, sequence: 2457 - clear  0.000000000, sequence: 0
source 0 - assert 1788045942.999999885, sequence: 2458 - clear  0.000000000, sequence: 0
source 0 - assert 1788045943.999999978, sequence: 2459 - clear  0.000000000, sequence: 0
source 0 - assert 1788045945.000000313, sequence: 2460 - clear  0.000000000, sequence: 0
source 0 - assert 1788045946.000000017, sequence: 2461 - clear  0.000000000, sequence: 0
source 0 - assert 1788045947.000000037, sequence: 2462 - clear  0.000000000, sequence: 0
source 0 - assert 1788045947.999999908, sequence: 2463 - clear  0.000000000, sequence: 0
source 0 - assert 1788045948.999999983, sequence: 2464 - clear  0.000000000, sequence: 0
source 0 - assert 1788045949.999999910, sequence: 2465 - clear  0.000000000, sequence: 0
source 0 - assert 1788045951.000000004, sequence: 2466 - clear  0.000000000, sequence: 0
source 0 - assert 1788045952.000000320, sequence: 2467 - clear  0.000000000, sequence: 0
source 0 - assert 1788045952.999999950, sequence: 2468 - clear  0.000000000, sequence: 0
source 0 - assert 1788045953.999999896, sequence: 2469 - clear  0.000000000, sequence: 0
source 0 - assert 1788045955.000000045, sequence: 2470 - clear  0.000000000, sequence: 0
source 0 - assert 1788045955.999999880, sequence: 2471 - clear  0.000000000, sequence: 0
source 0 - assert 1788045956.999999918, sequence: 2472 - clear  0.000000000, sequence: 0
source 0 - assert 1788045958.000000012, sequence: 2473 - clear  0.000000000, sequence: 0
source 0 - assert 1788045959.000000291, sequence: 2474 - clear  0.000000000, sequence: 0
source 0 - assert 1788045959.999999849, sequence: 2475 - clear  0.000000000, sequence: 0
source 0 - assert 1788045960.999999776, sequence: 2476 - clear  0.000000000, sequence: 0
source 0 - assert 1788045961.999999797, sequence: 2477 - clear  0.000000000, sequence: 0
source 0 - assert 1788045963.000000040, sequence: 2478 - clear  0.000000000, sequence: 0
source 0 - assert 1788045963.999999931, sequence: 2479 - clear  0.000000000, sequence: 0
source 0 - assert 1788045964.999999933, sequence: 2480 - clear  0.000000000, sequence: 0
source 0 - assert 1788045966.000000269, sequence: 2481 - clear  0.000000000, sequence: 0
source 0 - assert 1788045967.000000012, sequence: 2482 - clear  0.000000000, sequence: 0
source 0 - assert 1788045968.000000015, sequence: 2483 - clear  0.000000000, sequence: 0
source 0 - assert 1788045969.000000073, sequence: 2484 - clear  0.000000000, sequence: 0
source 0 - assert 1788045969.999999945, sequence: 2485 - clear  0.000000000, sequence: 0
source 0 - assert 1788045971.000000113, sequence: 2486 - clear  0.000000000, sequence: 0
source 0 - assert 1788045971.999999910, sequence: 2487 - clear  0.000000000, sequence: 0
source 0 - assert 1788045973.000000301, sequence: 2488 - clear  0.000000000, sequence: 0
source 0 - assert 1788045974.000000098, sequence: 2489 - clear  0.000000000, sequence: 0
source 0 - assert 1788045974.999999933, sequence: 2490 - clear  0.000000000, sequence: 0
source 0 - assert 1788045975.999999915, sequence: 2491 - clear  0.000000000, sequence: 0
source 0 - assert 1788045977.000000009, sequence: 2492 - clear  0.000000000, sequence: 0
source 0 - assert 1788045978.000000066, sequence: 2493 - clear  0.000000000, sequence: 0
source 0 - assert 1788045978.999999882, sequence: 2494 - clear  0.000000000, sequence: 0
source 0 - assert 1788045980.000000161, sequence: 2495 - clear  0.000000000, sequence: 0
source 0 - assert 1788045981.000000014, sequence: 2496 - clear  0.000000000, sequence: 0
source 0 - assert 1788045981.999999978, sequence: 2497 - clear  0.000000000, sequence: 0
source 0 - assert 1788045983.000000091, sequence: 2498 - clear  0.000000000, sequence: 0
source 0 - assert 1788045984.000000351, sequence: 2499 - clear  0.000000000, sequence: 0
source 0 - assert 1788045984.999999963, sequence: 2500 - clear  0.000000000, sequence: 0
source 0 - assert 1788045986.000000038, sequence: 2501 - clear  0.000000000, sequence: 0
source 0 - assert 1788045987.000000095, sequence: 2502 - clear  0.000000000, sequence: 0
source 0 - assert 1788045987.999999911, sequence: 2503 - clear  0.000000000, sequence: 0
source 0 - assert 1788045988.999999875, sequence: 2504 - clear  0.000000000, sequence: 0
source 0 - assert 1788045989.999999783, sequence: 2505 - clear  0.000000000, sequence: 0
source 0 - assert 1788045991.000000451, sequence: 2506 - clear  0.000000000, sequence: 0
source 0 - assert 1788045991.999999971, sequence: 2507 - clear  0.000000000, sequence: 0
source 0 - assert 1788045993.000000084, sequence: 2508 - clear  0.000000000, sequence: 0
source 0 - assert 1788045993.999999992, sequence: 2509 - clear  0.000000000, sequence: 0
source 0 - assert 1788045995.000000031, sequence: 2510 - clear  0.000000000, sequence: 0
source 0 - assert 1788045996.000000032, sequence: 2511 - clear  0.000000000, sequence: 0
source 0 - assert 1788045997.000000052, sequence: 2512 - clear  0.000000000, sequence: 0
source 0 - assert 1788045998.000000905, sequence: 2513 - clear  0.000000000, sequence: 0
source 0 - assert 1788045998.999999925, sequence: 2514 - clear  0.000000000, sequence: 0
source 0 - assert 1788045999.999999907, sequence: 2515 - clear  0.000000000, sequence: 0
source 0 - assert 1788046000.999999872, sequence: 2516 - clear  0.000000000, sequence: 0
source 0 - assert 1788046001.999999817, sequence: 2517 - clear  0.000000000, sequence: 0
source 0 - assert 1788046002.999999875, sequence: 2518 - clear  0.000000000, sequence: 0
source 0 - assert 1788046003.999999765, sequence: 2519 - clear  0.000000000, sequence: 0
source 0 - assert 1788046005.000000359, sequence: 2520 - clear  0.000000000, sequence: 0
source 0 - assert 1788046006.000000105, sequence: 2521 - clear  0.000000000, sequence: 0
source 0 - assert 1788046006.999999944, sequence: 2522 - clear  0.000000000, sequence: 0
source 0 - assert 1788046008.000000060, sequence: 2523 - clear  0.000000000, sequence: 0
source 0 - assert 1788046009.000000436, sequence: 2524 - clear  0.000000000, sequence: 0
source 0 - assert 1788046009.999999956, sequence: 2525 - clear  0.000000000, sequence: 0
source 0 - assert 1788046011.000000050, sequence: 2526 - clear  0.000000000, sequence: 0
source 0 - assert 1788046012.000000310, sequence: 2527 - clear  0.000000000, sequence: 0
source 0 - assert 1788046013.000000107, sequence: 2528 - clear  0.000000000, sequence: 0
source 0 - assert 1788046013.999999978, sequence: 2529 - clear  0.000000000, sequence: 0
source 0 - assert 1788046015.000000034, sequence: 2530 - clear  0.000000000, sequence: 0
source 0 - assert 1788046016.000000034, sequence: 2531 - clear  0.000000000, sequence: 0
source 0 - assert 1788046017.000000108, sequence: 2532 - clear  0.000000000, sequence: 0
source 0 - assert 1788046017.999999942, sequence: 2533 - clear  0.000000000, sequence: 0
source 0 - assert 1788046019.000000182, sequence: 2534 - clear  0.000000000, sequence: 0
source 0 - assert 1788046019.999999905, sequence: 2535 - clear  0.000000000, sequence: 0
source 0 - assert 1788046021.000000127, sequence: 2536 - clear  0.000000000, sequence: 0
source 0 - assert 1788046021.999999924, sequence: 2537 - clear  0.000000000, sequence: 0
source 0 - assert 1788046023.000000425, sequence: 2538 - clear  0.000000000, sequence: 0
source 0 - assert 1788046023.999999963, sequence: 2539 - clear  0.000000000, sequence: 0
source 0 - assert 1788046025.000000001, sequence: 2540 - clear  0.000000000, sequence: 0
source 0 - assert 1788046026.000000150, sequence: 2541 - clear  0.000000000, sequence: 0
source 0 - assert 1788046027.000000003, sequence: 2542 - clear  0.000000000, sequence: 0
source 0 - assert 1788046027.999999930, sequence: 2543 - clear  0.000000000, sequence: 0
source 0 - assert 1788046028.999999857, sequence: 2544 - clear  0.000000000, sequence: 0
source 0 - assert 1788046030.000000340, sequence: 2545 - clear  0.000000000, sequence: 0
source 0 - assert 1788046030.999999989, sequence: 2546 - clear  0.000000000, sequence: 0
source 0 - assert 1788046031.999999898, sequence: 2547 - clear  0.000000000, sequence: 0
source 0 - assert 1788046032.999999955, sequence: 2548 - clear  0.000000000, sequence: 0
source 0 - assert 1788046034.000000030, sequence: 2549 - clear  0.000000000, sequence: 0
source 0 - assert 1788046034.999999920, sequence: 2550 - clear  0.000000000, sequence: 0
source 0 - assert 1788046035.999999977, sequence: 2551 - clear  0.000000000, sequence: 0
source 0 - assert 1788046037.000000275, sequence: 2552 - clear  0.000000000, sequence: 0
source 0 - assert 1788046037.999999943, sequence: 2553 - clear  0.000000000, sequence: 0
source 0 - assert 1788046039.000000129, sequence: 2554 - clear  0.000000000, sequence: 0
source 0 - assert 1788046040.000000149, sequence: 2555 - clear  0.000000000, sequence: 0
source 0 - assert 1788046040.999999910, sequence: 2556 - clear  0.000000000, sequence: 0
source 0 - assert 1788046041.999999874, sequence: 2557 - clear  0.000000000, sequence: 0
source 0 - assert 1788046042.999999968, sequence: 2558 - clear  0.000000000, sequence: 0
source 0 - assert 1788046044.000000191, sequence: 2559 - clear  0.000000000, sequence: 0
source 0 - assert 1788046044.999999878, sequence: 2560 - clear  0.000000000, sequence: 0
source 0 - assert 1788046045.999999953, sequence: 2561 - clear  0.000000000, sequence: 0
source 0 - assert 1788046046.999999751, sequence: 2562 - clear  0.000000000, sequence: 0
source 0 - assert 1788046048.000000031, sequence: 2563 - clear  0.000000000, sequence: 0
source 0 - assert 1788046048.999999995, sequence: 2564 - clear  0.000000000, sequence: 0
source 0 - assert 1788046049.999999978, sequence: 2565 - clear  0.000000000, sequence: 0
source 0 - assert 1788046051.000003221, sequence: 2566 - clear  0.000000000, sequence: 0
source 0 - assert 1788046051.999999927, sequence: 2567 - clear  0.000000000, sequence: 0
source 0 - assert 1788046052.999999947, sequence: 2568 - clear  0.000000000, sequence: 0
source 0 - assert 1788046053.999999913, sequence: 2569 - clear  0.000000000, sequence: 0
source 0 - assert 1788046054.999999859, sequence: 2570 - clear  0.000000000, sequence: 0
source 0 - assert 1788046055.999999991, sequence: 2571 - clear  0.000000000, sequence: 0
source 0 - assert 1788046057.000000123, sequence: 2572 - clear  0.000000000, sequence: 0
source 0 - assert 1788046058.000000366, sequence: 2573 - clear  0.000000000, sequence: 0
source 0 - assert 1788046059.000000035, sequence: 2574 - clear  0.000000000, sequence: 0
source 0 - assert 1788046060.000000093, sequence: 2575 - clear  0.000000000, sequence: 0
source 0 - assert 1788046060.999999892, sequence: 2576 - clear  0.000000000, sequence: 0
source 0 - assert 1788046061.999999819, sequence: 2577 - clear  0.000000000, sequence: 0
source 0 - assert 1788046062.999999932, sequence: 2578 - clear  0.000000000, sequence: 0
source 0 - assert 1788046063.999999970, sequence: 2579 - clear  0.000000000, sequence: 0
source 0 - assert 1788046065.000000083, sequence: 2580 - clear  0.000000000, sequence: 0
source 0 - assert 1788046065.999999918, sequence: 2581 - clear  0.000000000, sequence: 0
source 0 - assert 1788046066.999999957, sequence: 2582 - clear  0.000000000, sequence: 0
source 0 - assert 1788046067.999999940, sequence: 2583 - clear  0.000000000, sequence: 0
source 0 - assert 1788046069.000000423, sequence: 2584 - clear  0.000000000, sequence: 0
source 0 - assert 1788046070.000000035, sequence: 2585 - clear  0.000000000, sequence: 0
source 0 - assert 1788046071.000000111, sequence: 2586 - clear  0.000000000, sequence: 0
source 0 - assert 1788046072.000000261, sequence: 2587 - clear  0.000000000, sequence: 0
source 0 - assert 1788046072.999999966, sequence: 2588 - clear  0.000000000, sequence: 0
source 0 - assert 1788046073.999999894, sequence: 2589 - clear  0.000000000, sequence: 0
source 0 - assert 1788046074.999999969, sequence: 2590 - clear  0.000000000, sequence: 0
source 0 - assert 1788046076.000000415, sequence: 2591 - clear  0.000000000, sequence: 0
source 0 - assert 1788046076.999999953, sequence: 2592 - clear  0.000000000, sequence: 0
source 0 - assert 1788046078.000000214, sequence: 2593 - clear  0.000000000, sequence: 0
source 0 - assert 1788046078.999999974, sequence: 2594 - clear  0.000000000, sequence: 0
source 0 - assert 1788046079.999999939, sequence: 2595 - clear  0.000000000, sequence: 0
source 0 - assert 1788046080.999999977, sequence: 2596 - clear  0.000000000, sequence: 0
source 0 - assert 1788046082.000000201, sequence: 2597 - clear  0.000000000, sequence: 0
source 0 - assert 1788046083.000003461, sequence: 2598 - clear  0.000000000, sequence: 0
source 0 - assert 1788046084.000000000, sequence: 2599 - clear  0.000000000, sequence: 0
source 0 - assert 1788046084.999999835, sequence: 2600 - clear  0.000000000, sequence: 0
source 0 - assert 1788046085.999999836, sequence: 2601 - clear  0.000000000, sequence: 0
source 0 - assert 1788046087.000000060, sequence: 2602 - clear  0.000000000, sequence: 0
source 0 - assert 1788046087.999999857, sequence: 2603 - clear  0.000000000, sequence: 0
source 0 - assert 1788046088.999999803, sequence: 2604 - clear  0.000000000, sequence: 0
source 0 - assert 1788046090.000000361, sequence: 2605 - clear  0.000000000, sequence: 0
source 0 - assert 1788046090.999999957, sequence: 2606 - clear  0.000000000, sequence: 0
source 0 - assert 1788046092.000000035, sequence: 2607 - clear  0.000000000, sequence: 0
source 0 - assert 1788046093.000000056, sequence: 2608 - clear  0.000000000, sequence: 0
source 0 - assert 1788046093.999999984, sequence: 2609 - clear  0.000000000, sequence: 0
source 0 - assert 1788046094.999999986, sequence: 2610 - clear  0.000000000, sequence: 0
source 0 - assert 1788046096.000000043, sequence: 2611 - clear  0.000000000, sequence: 0
source 0 - assert 1788046097.000000304, sequence: 2612 - clear  0.000000000, sequence: 0
source 0 - assert 1788046098.000000009, sequence: 2613 - clear  0.000000000, sequence: 0
source 0 - assert 1788046099.000000103, sequence: 2614 - clear  0.000000000, sequence: 0
source 0 - assert 1788046099.999999919, sequence: 2615 - clear  0.000000000, sequence: 0
source 0 - assert 1788046101.000000125, sequence: 2616 - clear  0.000000000, sequence: 0
source 0 - assert 1788046101.999999959, sequence: 2617 - clear  0.000000000, sequence: 0
source 0 - assert 1788046103.000000053, sequence: 2618 - clear  0.000000000, sequence: 0
source 0 - assert 1788046104.000000240, sequence: 2619 - clear  0.000000000, sequence: 0
source 0 - assert 1788046105.000000037, sequence: 2620 - clear  0.000000000, sequence: 0
source 0 - assert 1788046105.999999928, sequence: 2621 - clear  0.000000000, sequence: 0
source 0 - assert 1788046107.000000003, sequence: 2622 - clear  0.000000000, sequence: 0
source 0 - assert 1788046107.999999837, sequence: 2623 - clear  0.000000000, sequence: 0
source 0 - assert 1788046109.000000023, sequence: 2624 - clear  0.000000000, sequence: 0
source 0 - assert 1788046110.000000043, sequence: 2625 - clear  0.000000000, sequence: 0
source 0 - assert 1788046111.000000249, sequence: 2626 - clear  0.000000000, sequence: 0
source 0 - assert 1788046112.000000046, sequence: 2627 - clear  0.000000000, sequence: 0
source 0 - assert 1788046112.999999881, sequence: 2628 - clear  0.000000000, sequence: 0
source 0 - assert 1788046113.999999864, sequence: 2629 - clear  0.000000000, sequence: 0
source 0 - assert 1788046115.000000310, sequence: 2630 - clear  0.000000000, sequence: 0
source 0 - assert 1788046116.000000034, sequence: 2631 - clear  0.000000000, sequence: 0
source 0 - assert 1788046116.999999924, sequence: 2632 - clear  0.000000000, sequence: 0
source 0 - assert 1788046117.999999981, sequence: 2633 - clear  0.000000000, sequence: 0
source 0 - assert 1788046118.999999964, sequence: 2634 - clear  0.000000000, sequence: 0
source 0 - assert 1788046119.999999947, sequence: 2635 - clear  0.000000000, sequence: 0
source 0 - assert 1788046121.000000004, sequence: 2636 - clear  0.000000000, sequence: 0
source 0 - assert 1788046122.000000302, sequence: 2637 - clear  0.000000000, sequence: 0
source 0 - assert 1788046123.000000174, sequence: 2638 - clear  0.000000000, sequence: 0
source 0 - assert 1788046124.000000045, sequence: 2639 - clear  0.000000000, sequence: 0
source 0 - assert 1788046125.000000158, sequence: 2640 - clear  0.000000000, sequence: 0
source 0 - assert 1788046126.000000085, sequence: 2641 - clear  0.000000000, sequence: 0
source 0 - assert 1788046126.999999974, sequence: 2642 - clear  0.000000000, sequence: 0
source 0 - assert 1788046127.999999845, sequence: 2643 - clear  0.000000000, sequence: 0
source 0 - assert 1788046129.000000290, sequence: 2644 - clear  0.000000000, sequence: 0
source 0 - assert 1788046129.999999958, sequence: 2645 - clear  0.000000000, sequence: 0
source 0 - assert 1788046130.999999830, sequence: 2646 - clear  0.000000000, sequence: 0
source 0 - assert 1788046131.999999850, sequence: 2647 - clear  0.000000000, sequence: 0
source 0 - assert 1788046133.000000018, sequence: 2648 - clear  0.000000000, sequence: 0
source 0 - assert 1788046133.999999927, sequence: 2649 - clear  0.000000000, sequence: 0
source 0 - assert 1788046134.999999966, sequence: 2650 - clear  0.000000000, sequence: 0
source 0 - assert 1788046136.000000560, sequence: 2651 - clear  0.000000000, sequence: 0
source 0 - assert 1788046137.000000136, sequence: 2652 - clear  0.000000000, sequence: 0
source 0 - assert 1788046137.999999971, sequence: 2653 - clear  0.000000000, sequence: 0
source 0 - assert 1788046139.000000046, sequence: 2654 - clear  0.000000000, sequence: 0
source 0 - assert 1788046140.000000029, sequence: 2655 - clear  0.000000000, sequence: 0
source 0 - assert 1788046140.999999957, sequence: 2656 - clear  0.000000000, sequence: 0
source 0 - assert 1788046141.999999958, sequence: 2657 - clear  0.000000000, sequence: 0
source 0 - assert 1788046143.000000311, sequence: 2658 - clear  0.000000000, sequence: 0
source 0 - assert 1788046144.000000035, sequence: 2659 - clear  0.000000000, sequence: 0
source 0 - assert 1788046144.999999907, sequence: 2660 - clear  0.000000000, sequence: 0
source 0 - assert 1788046146.000000020, sequence: 2661 - clear  0.000000000, sequence: 0
source 0 - assert 1788046147.000000484, sequence: 2662 - clear  0.000000000, sequence: 0
source 0 - assert 1788046148.000000152, sequence: 2663 - clear  0.000000000, sequence: 0
source 0 - assert 1788046148.999999839, sequence: 2664 - clear  0.000000000, sequence: 0
source 0 - assert 1788046150.000000246, sequence: 2665 - clear  0.000000000, sequence: 0
source 0 - assert 1788046150.999999913, sequence: 2666 - clear  0.000000000, sequence: 0
source 0 - assert 1788046152.000000042, sequence: 2667 - clear  0.000000000, sequence: 0
source 0 - assert 1788046152.999999875, sequence: 2668 - clear  0.000000000, sequence: 0
source 0 - assert 1788046154.000000302, sequence: 2669 - clear  0.000000000, sequence: 0
source 0 - assert 1788046154.999999951, sequence: 2670 - clear  0.000000000, sequence: 0
source 0 - assert 1788046155.999999952, sequence: 2671 - clear  0.000000000, sequence: 0
source 0 - assert 1788046157.000000231, sequence: 2672 - clear  0.000000000, sequence: 0
source 0 - assert 1788046157.999999936, sequence: 2673 - clear  0.000000000, sequence: 0
source 0 - assert 1788046159.000000047, sequence: 2674 - clear  0.000000000, sequence: 0
source 0 - assert 1788046160.000000029, sequence: 2675 - clear  0.000000000, sequence: 0
source 0 - assert 1788046161.000000234, sequence: 2676 - clear  0.000000000, sequence: 0
source 0 - assert 1788046161.999999993, sequence: 2677 - clear  0.000000000, sequence: 0
source 0 - assert 1788046162.999999883, sequence: 2678 - clear  0.000000000, sequence: 0
source 0 - assert 1788046164.000000180, sequence: 2679 - clear  0.000000000, sequence: 0
source 0 - assert 1788046165.000000032, sequence: 2680 - clear  0.000000000, sequence: 0
source 0 - assert 1788046165.999999922, sequence: 2681 - clear  0.000000000, sequence: 0
source 0 - assert 1788046167.000000015, sequence: 2682 - clear  0.000000000, sequence: 0
source 0 - assert 1788046168.000000442, sequence: 2683 - clear  0.000000000, sequence: 0
source 0 - assert 1788046168.999999906, sequence: 2684 - clear  0.000000000, sequence: 0
source 0 - assert 1788046170.000000000, sequence: 2685 - clear  0.000000000, sequence: 0
source 0 - assert 1788046170.999999964, sequence: 2686 - clear  0.000000000, sequence: 0
source 0 - assert 1788046171.999999910, sequence: 2687 - clear  0.000000000, sequence: 0
source 0 - assert 1788046172.999999930, sequence: 2688 - clear  0.000000000, sequence: 0
source 0 - assert 1788046173.999999839, sequence: 2689 - clear  0.000000000, sequence: 0
source 0 - assert 1788046175.000000192, sequence: 2690 - clear  0.000000000, sequence: 0
source 0 - assert 1788046175.999999953, sequence: 2691 - clear  0.000000000, sequence: 0
source 0 - assert 1788046176.999999918, sequence: 2692 - clear  0.000000000, sequence: 0
source 0 - assert 1788046178.000000050, sequence: 2693 - clear  0.000000000, sequence: 0
source 0 - assert 1788046178.999999978, sequence: 2694 - clear  0.000000000, sequence: 0
source 0 - assert 1788046179.999999758, sequence: 2695 - clear  0.000000000, sequence: 0
source 0 - assert 1788046181.000000075, sequence: 2696 - clear  0.000000000, sequence: 0
source 0 - assert 1788046182.000000392, sequence: 2697 - clear  0.000000000, sequence: 0
source 0 - assert 1788046182.999999949, sequence: 2698 - clear  0.000000000, sequence: 0
source 0 - assert 1788046184.000000061, sequence: 2699 - clear  0.000000000, sequence: 0
source 0 - assert 1788046184.999999989, sequence: 2700 - clear  0.000000000, sequence: 0
source 0 - assert 1788046185.999999953, sequence: 2701 - clear  0.000000000, sequence: 0
source 0 - assert 1788046186.999999973, sequence: 2702 - clear  0.000000000, sequence: 0
